Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5KXTDunEgNVBnuSBDzsm6x,"Turn It on Again","Duke","Genesis",1980-03-28,229333,56,false,rwinj,2026-06-08T21:11:15Z,"progressive rock,art rock","Rhino Atlantic",0.546,0.813,4,-10.143,0,0.0356,0.196,0.00502,0.0486,0.427,128.131,4
spotify:track:3rY5wJIHBqTuoOaXGOxA7N,"Denial - 2015 Remaster","Movement","New Order",1981-01-13,264146,31,false,rwinj,2026-06-08T21:23:10Z,"new wave,synthpop,post-punk,madchester","Rhino",0.398,0.864,0,-8.958,1,0.0362,0.0000331,0.858,0.0941,0.96,125.047,4
spotify:track:4nXkbcTj3nyww1cHkw5RAP,"Long Train Runnin'","The Captain and Me","The Doobie Brothers",1973,207266,79,false,rwinj,2026-06-08T21:32:57Z,"yacht rock,classic rock,soft rock,southern rock","Warner Records",0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4
spotify:track:426i8hiYTwwlImNaluBb9C,"Good Girls Don't","Get The Knack","The Knack",1979-01-01,189173,44,false,rwinj,2026-06-08T21:48:03Z,"power pop","Capitol Records",0.403,0.72,2,-9.841,1,0.0395,0.0327,0,0.159,0.916,176.385,4
spotify:track:3qebSLgUwaEqbwCM5sj5Kh,"Castles Made of Sand","Axis: Bold As Love","Jimi Hendrix",1967-12-01,168920,62,false,rwinj,2026-06-08T21:53:36Z,"psychedelic rock,classic rock,acid rock,blues rock","Legacy Recordings",0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,4
spotify:track:7eq6lgiPU8Rx1c1OmuoB7N,"Scare Easy","Mudcrutch","Mudcrutch",2008-03-25,274893,48,false,rwinj,2026-06-08T21:58:50Z,"southern rock,country rock","Reprise",0.5,0.612,7,-6.627,1,0.0283,0.000117,0.000295,0.187,0.474,104.666,4
spotify:track:1aZLIbKEdsyqxyD6iNcrbA,"Pour Some Sugar On Me","Hysteria","Def Leppard",1987-08-03,267306,71,false,rwinj,2026-06-08T22:06:28Z,"glam metal,glam rock,classic rock","UMC (Universal Music Catalogue)",0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,4
spotify:track:1cLfXnBwTFuRngRZfQeLof,"Kick Out the Jams","Kick Out The Jams (Live)","MC5",1969,160533,44,false,rwinj,2026-06-08T22:11:01Z,"proto-punk,garage rock,punk","Rhino",0.316,0.921,2,-3.491,1,0.0708,0.00407,0,0.37,0.723,145.559,4
spotify:track:1wDeS9h6SPylMiuS0NEQRT,"Black Shoe","Don't Be a Stranger","The Moondoggies",2016-10-07,234813,39,false,rwinj,2026-06-08T23:00:52Z,"alt country","Hardly Art",0.428,0.53,4,-7.102,1,0.0305,0.00569,0.109,0.303,0.662,176.872,4
spotify:track:3EGI5qmVmGlfgy9BmNb1R8,"Lessons In Love","Running In The Family","Level 42",1987,246013,70,false,rwinj,2026-06-08T23:06:33Z,"synthpop","UMC (Universal Music Catalogue)",0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,4
spotify:track:5jhfa76FhqtD3Boij6MAKS,"Love You Madly","Comfort Eagle","CAKE",2001-07-24,237807,61,false,rwinj,2026-06-08T23:13:25Z,"alternative rock","Columbia",0.752,0.7,9,-11.871,1,0.0548,0.0772,0.000157,0.186,0.643,106.995,4
spotify:track:60podJZH1yhpuaTN00So3L,"My Ever Changing Moods - Long Version","Café Bleu (Special Edition)","The Style Council",2026-01-30,343413,25,false,rwinj,2026-06-08T23:18:26Z,"","UMC (Universal Music Catalogue)",0.617,0.904,11,-5.954,1,0.048,0.352,0.000957,0.23,0.946,136.383,4
spotify:track:1tXWhp84NvHXL1fa0OeBB7,"Pushing the Extreme","Youth of America","Wipers",1981-05-17,193413,22,false,rwinj,2026-06-08T23:37:26Z,"post-punk,noise rock,proto-punk,punk","Zenorecords",0.494,0.888,7,-3.531,1,0.0378,0.0114,0.57,0.195,0.529,79.838,4
spotify:track:4xYfSXfTJNmOo4D0CHsiI7,"Them Kids","Love at the End of the World","Sam Roberts Band",2008,238520,30,false,rwinj,2026-06-08T23:52:11Z,"","Rounder Records",0.319,0.957,0,-5.069,1,0.0503,0.0000418,0.016,0.102,0.843,185.996,4
spotify:track:1FHSvpvNWmJcpDcmsxrtbH,"Switch Up","Switch Up","Mike D",2026-05-08,215375,50,false,rwinj,2026-06-09T15:41:23Z,"","Capitol Records",0.706,0.734,2,-9.758,1,0.0943,0.22,0.0186,0.148,0.453,150.033,4
spotify:track:0S4Zp4FADBlaPBBZPC95iw,"Thorns and All","Tenterhooks","Silversun Pickups",2026-02-06,268440,35,false,rwinj,2026-06-09T16:07:05Z,"","New Machine Recordings",0.598,0.859,9,-4.783,0,0.0274,0.000485,0.535,0.124,0.599,100.015,4
spotify:track:0CpBiDWgrVau4bGJbkQ73R,"The Hurting","The Hurting","Tears For Fears",1983-03-07,256466,46,false,rwinj,2026-06-09T16:19:20Z,"new wave,synthpop","EMI",0.59,0.882,6,-5.677,1,0.0387,0.194,0.241,0.123,0.856,145.971,4
spotify:track:1PekyTIRFked9Lah17jQF6,"I Travel - Remastered 2002","Empires And Dance","Simple Minds",1980-09-01,244480,40,false,rwinj,2026-06-09T16:23:00Z,"new wave","Virgin Records",0.591,0.955,0,-7.902,1,0.0611,0.00586,0.335,0.18,0.964,126.764,4
spotify:track:7tbp39GZvDA0cItgHynVnG,"I'm Free","Tommy","The Who",1969-05-23,159204,45,false,rwinj,2026-06-09T16:36:29Z,"classic rock,rock","UMC (Universal Music Catalogue)",0.623,0.729,2,-9.003,1,0.033,0.199,0.000138,0.283,0.446,112.046,4
spotify:track:6lRkdG1HurVS72F9GoBeWJ,"Good Thing","The Raw & The Cooked","Fine Young Cannibals",1988-01-01,201866,67,false,rwinj,2026-06-09T16:56:21Z,"","London Records (Because Ltd)",0.747,0.586,9,-10.119,0,0.0299,0.0708,0.00008,0.0427,0.893,164.718,4
spotify:track:3mCeeoBvTTpg8Xy2Wuvirw,"Bat Out of Hell","Bat Out Of Hell","Meat Loaf",1977-10-21,590866,61,false,rwinj,2026-06-09T17:00:18Z,"","Cleveland International/ Epic/Legacy",0.204,0.837,5,-7.618,1,0.0676,0.281,0.00405,0.291,0.392,171.514,4
spotify:track:0OCoPwxoxtmhwTzUCpilQc,"Der Kommissar","Club Epic - A Collection Of Classic Dance Mixes - Volume 5","After The Fire",1996-04-02,340600,46,false,rwinj,2026-06-09T18:07:21Z,"new wave","Epic",0.695,0.641,11,-10.101,0,0.0583,0.0108,0.00272,0.0808,0.932,121.433,4
spotify:track:0xOeB16JDbBJBJKSdHbElT,"Rebellion (Lies)","Funeral","Arcade Fire",2004-06-16,310893,63,false,rwinj,2026-06-09T18:16:54Z,"indie rock,baroque pop","Sony Music CG",0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,4
spotify:track:08xsXR637CEqbxJmpFcuSA,"Badge","Goodbye","Cream",1969-03-01,164706,57,false,rwinj,2026-06-09T18:37:11Z,"classic rock,psychedelic rock,acid rock,blues rock","Polydor Records",0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,4
spotify:track:04U9cZB4ISjuHir0uuTCgp,"Everywhere I Go - Remastered","Reconciled & Into The Woods (Deluxe Double Album) [Remastered]","The Call;Peter Gabriel;Jim Kerr",2024-05-03,259696,36,false,rwinj,2026-06-09T18:42:12Z,"new wave,art rock","The Call Band Partnership LLC, under license to Triple Pop",0.486,0.909,0,-5.832,1,0.106,0.0372,0.0357,0.125,0.521,167.806,4
spotify:track:1RHMpZW3K13jPLk5gKPBa9,"Elegantly Wasted","Elegantly Wasted (Remastered)","INXS",1997,272506,55,false,rwinj,2026-06-09T18:59:31Z,"","Universal Music Australia Pty. Ltd.",0.736,0.778,5,-3.98,1,0.044,0.00125,0.0143,0.0796,0.787,110.014,4
spotify:track:0l7djXY6dukQGO9qzWadiz,"10:15 Saturday Night - 2005 Remaster","Three Imaginary Boys (Deluxe Edition)","The Cure",1979-05-11,222093,46,false,rwinj,2026-06-09T21:27:08Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.657,0.437,0,-10.437,1,0.0976,0.00624,0.0262,0.156,0.355,174.698,4
spotify:track:4XTjaXaGmPh8ys1BzFdjdL,"Who Are You","Who Are You (Super Deluxe Edition)","The Who",2025-10-31,382733,55,true,rwinj,2026-06-09T21:30:49Z,"classic rock,rock","UMC (Universal Music Catalogue)",0.644,0.677,9,-10.599,1,0.0491,0.498,0.000416,0.0451,0.53,155.341,4
spotify:track:1TbihmZ2BtE4JP6C85I0zZ,"Rise","Beyond Good and Evil","The Cult",2001,219000,50,false,rwinj,2026-06-09T21:33:29Z,"hard rock,glam metal,gothic rock","Lava/Atlantic",0.349,0.92,7,-3.44,1,0.0607,0.0000233,0.0259,0.0365,0.417,148.521,4
spotify:track:6qzPIHZ3iujtOYjNkA5CL3,"Silverfuck - 2011 Remaster","Siamese Dream (Deluxe Edition)","The Smashing Pumpkins",1993,522653,48,true,rwinj,2026-06-09T21:45:41Z,"alternative rock,rock","Virgin Records",0.294,0.46,2,-11.808,1,0.0519,0.00366,0.801,0.084,0.0373,126.717,4
spotify:track:2wUlYDGGXlSvm2NkGj0Qio,"Personal Jesus","Violator (Deluxe)","Depeche Mode",1990-03-19,295960,70,false,rwinj,2026-06-09T21:55:53Z,"new wave,synthpop,darkwave","Venusnote Ltd.",0.682,0.742,11,-7.595,1,0.0492,0.135,0.209,0.0979,0.356,130.033,4
spotify:track:4EsEfzagJPOdu15YRmptIi,"This Time","Listen Like Thieves","INXS",1985-10-14,189933,41,false,rwinj,2026-06-09T22:25:13Z,"","Rhino Atlantic",0.568,0.896,7,-7.441,1,0.0382,0.00359,0.245,0.0972,0.577,133.094,4
spotify:track:0hSs4vOZo1OkRiAOoLafrT,"Sirius","Eye In The Sky","The Alan Parsons Project",1982-06-01,106945,72,false,rwinj,2026-06-09T22:54:05Z,"progressive rock,classic rock","Arista/Legacy",0.624,0.396,4,-15.411,1,0.034,0.0647,0.909,0.113,0.0388,111.401,4
spotify:track:1dyTcli07c77mtQK3ahUZR,"Just","The Bends","Radiohead",1995-03-13,234800,76,false,rwinj,2026-06-09T23:00:13Z,"art rock,alternative rock","XL Recordings",0.291,0.767,7,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,4
spotify:track:6xUMt58RCX98m7g0KcMwAS,"Feel the Pain","Without a Sound","Dinosaur Jr.",1994-08-23,258066,62,false,rwinj,2026-06-09T23:03:44Z,"noise rock,grunge,alternative rock,power pop","Cherry Red Records",0.333,0.85,0,-6.653,1,0.0528,0.00411,0.0236,0.0494,0.839,131.501,4
spotify:track:2nIDPfhjHZP8UOXPenLZUC,"I Drink Alone","Maverick","George Thorogood & The Destroyers",1985,275493,61,false,rwinj,2026-06-09T23:07:39Z,"classic rock,blues rock,southern rock","Capitol Records",0.344,0.796,9,-11.731,1,0.0407,0.00942,0.00186,0.0984,0.601,96.95,4
spotify:track:151gAhQR76u8cbx3TriI65,"Don't Disturb This Groove","Don't Disturb This Groove","The System",2024-03-09,319880,54,false,rwinj,2026-06-09T23:12:04Z,"post-disco,new jack swing","Science Lab Records",0.522,0.871,9,-8.603,1,0.0507,0.29,0.00000482,0.106,0.851,159.644,4
spotify:track:0otlwsD3mSogk7VJCTp6Kg,"Let My Love Open The Door","Empty Glass","Pete Townshend",1980-04-21,164653,64,false,rwinj,2026-06-09T23:17:27Z,"art rock","UMC (Universal Music Catalogue)",0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,4
spotify:track:4p8QcNkaq2FQj8uGJ7HEDK,"Black Water","What Were Once Vices Are Now Habits","The Doobie Brothers",1974,255266,69,false,rwinj,2026-06-09T23:25:40Z,"yacht rock,classic rock,soft rock,southern rock","Warner Records",0.532,0.441,2,-12.866,1,0.0434,0.228,0,0.0846,0.67,169.275,4
spotify:track:2SGyf0hCuB81F85cHXuRjl,"So Cold","Portal","Balu Brigada",2025-08-29,201133,78,false,rwinj,2026-06-09T23:27:03Z,"","WM Australia",0.658,0.771,10,-6.09,0,0.072,0.000893,0.001,0.0767,0.79,111.057,4
spotify:track:21HWc9gFZKNdkGzGqHLq3A,"Fell On Black Days","Superunknown (20th Anniversary)","Soundgarden",1994-03-09,283026,74,false,rwinj,2026-06-09T23:31:48Z,"grunge,post-grunge,hard rock","A&M",0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,3
spotify:track:3Kv9uUVgt598jYAK79fPQb,"Livin' On The Edge","Get A Grip","Aerosmith",1993-01-01,367106,51,false,rwinj,2026-06-10T00:02:57Z,"classic rock,rock","Aerosmith P&D - Geffen",0.411,0.881,2,-4.885,1,0.0344,0.000591,0.00246,0.468,0.345,84.528,4
spotify:track:0GF23i14GwGKo92PJKlqp8,"Sitting Still","Radio Free Europe","R.E.M.",1981-07-08,194258,19,false,rwinj,2026-06-10T00:03:05Z,"jangle pop,alternative rock,rock","Craft Recordings",0.507,0.879,4,-8.513,1,0.0409,0.0545,0.000754,0.115,0.963,155.589,4
spotify:track:7LdKMBKthcdBnAqlAIGqCB,"See A Little Light","Workbook","Bob Mould",1989,212066,40,false,rwinj,2026-06-10T00:03:08Z,"power pop","Virgin Catalogue",0.552,0.774,2,-9.106,1,0.0292,0.0168,0,0.0701,0.783,110.906,4
spotify:track:7jySCb55R5VWOusbL7b559,"Hummer - 2011 Remaster","Siamese Dream (2011 - Remaster)","The Smashing Pumpkins",1993,416186,41,false,rwinj,2026-06-10T02:52:19Z,"alternative rock,rock","Virgin Records",0.294,0.544,2,-9.836,1,0.034,0.00166,0.441,0.37,0.113,165.933,4
spotify:track:7sMkJj7BV3YZHsPYr7r6Fz,"Acquiesce - Live from Wembley Stadium, 28 September ’25","Acquiesce (Live from Wembley Stadium, 28 September ’25)","Oasis;War Child Records",2026-03-05,250059,51,false,rwinj,2026-06-10T02:58:29Z,"britpop,madchester","War Child Records",0.362,0.917,0,-5.142,1,0.0624,0.00335,0.0108,0.949,0.126,124.943,4
spotify:track:1aP2zAJsbXWrP4YLqoYPDS,"Blood and Roses","Blood and Roses","The Smithereens",2025-02-24,217653,38,false,rwinj,2026-06-10T03:02:59Z,"power pop,jangle pop,new wave","Smithereens Enterprises Inc.",0.557,0.803,6,-8.852,1,0.0331,0.00169,0.0000535,0.0794,0.816,121.388,4
spotify:track:4t7NZcgdC30fH75Noqyy7I,"Somewhere - Remastered 2016","Badmotorfinger (25th Anniversary Remaster)","Soundgarden",1991-10-08,261040,44,false,rwinj,2026-06-10T03:05:55Z,"grunge,post-grunge,hard rock","A&M",0.158,0.915,9,-6.066,1,0.124,0.000458,0.0145,0.487,0.388,178.307,4
spotify:track:68MTteXyfgMhRXlj0ANY65,"Crown Of Thorns","On Earth As It Is: The Complete Works","Mother Love Bone",2016-11-04,382080,45,false,rwinj,2026-06-10T03:20:31Z,"grunge,post-grunge,funk rock","Stardog/Republic",0.356,0.588,4,-7.116,0,0.0299,0.0906,0.00000358,0.0747,0.358,137.221,4
spotify:track:10EZYGDxRLv1odrwJYrnla,"We Outlast Them All","We Outlast Them All","Guided By Voices",2026-02-25,262063,26,false,rwinj,2026-06-10T16:23:09Z,"power pop,lo-fi indie,anti-folk,indie rock,indie","GBV Inc",0.358,0.854,2,-6.861,1,0.0566,0.003,0.669,0.335,0.414,121.308,4
spotify:track:6N7gPTru90HYLRUIVDQ185,"More Than This","Avalon","Roxy Music",1982-05-01,270651,73,false,rwinj,2026-06-10T16:33:32Z,"glam rock,art rock","EG Records",0.653,0.665,6,-7.806,1,0.025,0.0507,0.0461,0.139,0.755,128.503,4
spotify:track:0U87auHx1iZTEFcq9KVdmO,"Boulevard of Broken Dreams","American Idiot (20th Anniversary Deluxe Edition)","Green Day",2024-10-25,260936,84,true,rwinj,2026-06-10T17:19:18Z,"punk,pop punk","Reprise",0.51,0.578,8,-8.079,1,0.0275,0.0042,0.0000173,0.0417,0.612,166.99,4
spotify:track:4y8RO3ws5u1eEdqHM1z5QP,"Turn To You","Talk Show","The Go-Go's",1984,231693,38,false,rwinj,2026-06-10T17:23:37Z,"new wave","A&M",0.479,0.894,2,-7.939,1,0.0819,0.0456,0,0.317,0.653,156.12,4
spotify:track:28eg5bkYvIHT7HPmzZFwLN,"Lonely Is The Night - Remastered 2010","Don't Say No (Remastered 2010)","Billy Squier",1981,281453,71,false,rwinj,2026-06-10T17:33:32Z,"classic rock,aor","Capitol Records",0.347,0.803,9,-4.923,1,0.0416,0.209,0.00000436,0.116,0.672,85.362,4
spotify:track:5dxNgHm4D5CDJT8AaHcb6A,"Would That Not Be Nice","A Thing Called Divine Fits","Divine Fits",2012-08-28,239937,37,false,rwinj,2026-06-10T17:41:45Z,"","Merge Records",0.721,0.668,9,-7.298,1,0.0296,0.000961,0.0319,0.0932,0.965,117.52,4
spotify:track:4hWUOIDHda9XOb1zDchftP,"Too Much Time On My Hands","Paradise Theatre","Styx",1981-01-01,271266,64,false,rwinj,2026-06-10T17:43:50Z,"classic rock,aor,progressive rock","A&M",0.799,0.404,11,-13.597,0,0.0461,0.11,0,0.387,0.893,131.012,4
spotify:track:47lkghP0AjBkqOGzbxC2Mt,"I Need A Lover","A Biography","John Mellencamp",1978,337226,56,false,rwinj,2026-06-10T17:51:03Z,"classic rock","John Mellencamp 2023 (Republic)",0.415,0.851,6,-5.425,1,0.0611,0.00474,0.00632,0.368,0.796,125.961,4
spotify:track:27Bj3kIl4HARQ4H5OcoyF1,"Fight The Good Fight","Allied Forces","Triumph",1981-09-19,391586,50,false,rwinj,2026-06-10T17:55:46Z,"aor,glam metal,arena rock,classic rock","Craft Recordings",0.352,0.92,2,-4.46,0,0.0825,0.0531,0.00000698,0.119,0.338,90.66,4
spotify:track:565hWcHxsYRepQVtIRNYFK,"Rockin' Down the Highway","Toulouse Street","The Doobie Brothers",1972,199560,51,false,rwinj,2026-06-10T18:13:59Z,"yacht rock,classic rock,soft rock,southern rock","Warner Records",0.581,0.834,2,-6.928,1,0.0339,0.0896,0.0000273,0.183,0.916,146.159,4
spotify:track:7zVpUAOuXY7pHHSm21jFEq,"Wild Side","Girls, Girls, Girls (Deluxe Version)","Mötley Crüe",1987-05-15,283693,73,false,rwinj,2026-06-10T18:21:16Z,"glam metal,glam rock,hard rock","BMG Rights Management (US) LLC",0.602,0.874,0,-5.613,1,0.037,0.0074,0.0011,0.303,0.456,115.094,4
spotify:track:788cNfvhhitTb5T8GORmqj,"The Seeker - Original Single A-Side Mix","Who’s Next : Life House (Super Deluxe)","The Who",2023-09-15,192493,61,false,rwinj,2026-06-10T18:24:22Z,"classic rock,rock","UMC (Universal Music Catalogue)",0.308,0.746,2,-8.213,1,0.0362,0.0159,0.00000191,0.134,0.653,179.476,4
spotify:track:2Z9B8sd6HgEfCWqvOfhFD0,"Everybody Wants You","Absolute Hits","Billy Squier",2005-03-29,228146,58,false,rwinj,2026-06-10T18:25:42Z,"classic rock,aor","Capitol Records",0.529,0.906,7,-6.116,1,0.0517,0.105,0.0000378,0.0757,0.965,131.847,4
spotify:track:56dtB7EzO7EneUgYwX8krC,"Up Around The Bend","Cosmo's Factory","Creedence Clearwater Revival",1970-07-24,159172,73,false,rwinj,2026-06-10T18:25:55Z,"classic rock,southern rock,country rock","Craft Recordings.",0.606,0.908,2,-5.736,1,0.037,0.00532,0.823,0.245,0.773,130.12,4
spotify:track:3WPYapjyqcVpShYXQuChcs,"Back In the Saddle","Rocks","Aerosmith",1976-05-14,280431,60,false,rwinj,2026-06-10T18:28:09Z,"classic rock,rock","Aerosmith P&D - Sony",0.419,0.958,8,-6.24,1,0.0524,0.0165,0.000345,0.0786,0.719,122.077,4
spotify:track:24iUpyUeGv6AoikfxpRofO,"Rain On The Scarecrow","Scarecrow","John Mellencamp",1985,226226,56,false,rwinj,2026-06-10T18:39:06Z,"classic rock","John Mellencamp 2023 (Island)",0.574,0.91,6,-3.813,0,0.0371,0.0261,0.00219,0.209,0.611,122.988,4
spotify:track:18URo35acNKRTHfEdjTcGn,"Photograph","Pyromania","Def Leppard",1983-01-20,247962,75,false,rwinj,2026-06-10T18:48:09Z,"glam metal,glam rock,classic rock","UMC (Universal Music Catalogue)",0.602,0.877,4,-6.606,1,0.0514,0.000327,0.634,0.0551,0.617,123.679,4
spotify:track:12c1PXyghlSuNVO9GZi0DH,"Rock Me Tonite","Signs Of Life","Billy Squier",1984,297266,56,false,rwinj,2026-06-10T19:37:01Z,"classic rock,aor","Capitol Records",0.472,0.724,9,-5.061,0,0.0522,0.0987,0,0.239,0.673,127.36,4
spotify:track:1Cznl5CD5aaEYMfJq1l9Hd,"Looks That Kill","Shout At The Devil","Mötley Crüe",1983-09-26,247840,70,false,rwinj,2026-06-10T19:42:11Z,"glam metal,glam rock,hard rock","BMG Rights Management (US) LLC",0.485,0.949,0,-5.79,1,0.0404,0.00327,0.00631,0.115,0.742,135.972,4
spotify:track:0C80GCp0mMuBzLf3EAXqxv,"Shoot to Thrill","Back In Black","AC/DC",1980-07-25,318231,80,false,rwinj,2026-06-10T21:53:48Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,4
spotify:track:4Yqy0GpeDEXLibWJCZyQew,"Kickstart My Heart","Dr. Feelgood","Mötley Crüe",1989-09-02,282653,84,false,rwinj,2026-06-10T22:54:11Z,"glam metal,glam rock,hard rock","BMG Rights Management (US) LLC",0.363,0.982,7,-3.621,0,0.3,0.00123,0.00218,0.284,0.275,179.23,4
spotify:track:6wWps1wyZVFb2tjIc2gWGW,"Emotions In Motion","Emotions In Motion","Billy Squier",1982,298400,47,false,rwinj,2026-06-10T23:16:13Z,"classic rock,aor","Capitol Records",0.529,0.696,2,-5.729,1,0.0595,0.095,0.000459,0.0484,0.712,81.52,4
spotify:track:6mJQe0vTIojlxwyMwwy6YR,"Think I'm In Love","No Control","Eddie Money",1983,188533,59,false,rwinj,2026-06-10T23:23:32Z,"classic rock","Columbia",0.486,0.83,3,-10.815,1,0.037,0.0104,0.000475,0.0635,0.652,151.869,4
spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,"Unskinny Bop","Flesh & Blood","Poison",1990,228066,64,false,rwinj,2026-06-11T00:01:19Z,"glam metal,glam rock","Capitol Records",0.574,0.93,1,-2.949,1,0.0413,0.0657,0.00000778,0.108,0.69,92.303,4
spotify:track:69MwNXryg6NT1lV7buN7U7,"Gone Shootin'","Powerage","AC/DC",1978-05-05,306005,55,false,rwinj,2026-06-11T00:26:02Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.696,0.593,11,-5.442,1,0.0349,0.00306,0.762,0.115,0.385,121.475,4
spotify:track:1SxC0lHZ0OyEV4lvh5v9tm,"Randy","Randy","Justice",2016-09-13,398193,15,false,rwinj,2026-06-11T16:58:11Z,"french house,new rave","Genesis",0.615,0.668,2,-5.343,1,0.027,0.000975,0.0000945,0.282,0.158,100.453,4
spotify:track:1i6AoL8Za376DHb38lo9AR,"Supernaut - 2020 Remaster","Vol. 4 (2021 Remaster)","Black Sabbath",1972-09-25,270213,46,false,rwinj,2026-06-11T17:10:03Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock","Rhino/Warner Records",0.372,0.851,11,-9.418,0,0.0584,0.00183,0.034,0.0411,0.734,120.66,4
spotify:track:4ZzelsfJt6AoLqScqfZycW,"Smoke on the Water (Live in Osaka, Japan, 8/15/1972) - Steven Wilson Remix","Made in Japan (Steven Wilson Remix) [Live]","Deep Purple;Steven Wilson",1972-12-08,459023,14,false,rwinj,2026-06-11T17:37:04Z,"hard rock,classic rock,rock,progressive rock,progressive metal,art rock","Rhino/Warner Records",0.412,0.538,5,-10.983,1,0.0442,0.000369,0.0831,0.215,0.334,118.909,4
spotify:track:5adNBXEoLla10lGJcGzRIL,"Dracula","Dracula","Tame Impala",2025-09-24,205308,61,false,rwinj,2026-06-11T18:01:33Z,"neo-psychedelic,indie","Columbia",0.643,0.751,3,-3.495,0,0.0509,0.0213,0.0000429,0.317,0.638,115.005,4
spotify:track:2dIy0beOgV3XLuPLTbYeiB,"The Electric Co. - Remastered 2008","Boy (Remastered)","U2",1980-10-20,286680,32,false,rwinj,2026-06-11T18:09:58Z,"rock","Universal-Island Records Ltd.",0.16,0.754,6,-8.409,1,0.0382,0.00584,0.29,0.266,0.301,169.617,4
spotify:track:5i36c6C2XRw8U71yWgcoTn,"Wheel in the Sky (2024 Remaster)","Greatest Hits (2024 Remaster)","Journey",1988-11-29,254716,53,false,rwinj,2026-06-11T18:21:39Z,"aor,classic rock","Columbia/Legacy",0.474,0.74,2,-6.981,0,0.0525,0.0665,0.0000978,0.141,0.382,104.942,4
spotify:track:1170VohRSx6GwE6QDCHPPH,"Kilby Girl","When We Were Friends","The Backseat Lovers",2019-01-27,282205,81,false,rwinj,2026-06-11T18:47:04Z,"","The Backseat Lovers",0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,4
spotify:track:3WbphvawbMZ8FyqDxYGdSQ,"When I'm Gone","Away From The Sun","3 Doors Down",2002-11-12,260333,80,false,rwinj,2026-06-11T18:54:50Z,"post-grunge","Universal Records",0.53,0.768,7,-5.611,1,0.0284,0.00385,0,0.103,0.374,148.095,4
spotify:track:6kkEikVsdv0ExJMSJgBMFN,"So Far Gone","The Early Years","The Early Years",2006-09-25,244373,7,false,rwinj,2026-06-11T19:16:27Z,"krautrock,space rock","Beggars Banquet",0.611,0.866,2,-7.16,1,0.0362,0.000552,0.855,0.184,0.59,166.13,4
spotify:track:3yl2nZ7PzggmJ0QOqA8OZT,"Sunburned in London","Sunburned in London","Rolling Blackouts Coastal Fever",2026-02-02,397448,39,false,rwinj,2026-06-11T21:03:49Z,"jangle pop","I OH YOU/Mushroom Music",0.548,0.889,2,-6.098,1,0.0365,0.00217,0.0146,0.219,0.854,121.931,4
spotify:track:07q0QVgO56EorrSGHC48y3,"I Was Made For Lovin' You","Dynasty","KISS",1979-03-23,271240,88,false,rwinj,2026-06-11T21:57:42Z,"glam rock,glam metal,hard rock,rock,classic rock","Casablanca Records",0.768,0.852,4,-6.215,1,0.038,0.214,0.0000736,0.0723,0.867,128.373,4
spotify:track:0vdnSGPeqDln5UHIcYYfS3,"Like Suicide","Superunknown (20th Anniversary)","Soundgarden",1994-03-09,423973,47,false,rwinj,2026-06-11T23:02:11Z,"grunge,post-grunge,hard rock","A&M",0.416,0.566,7,-6.342,1,0.0266,0.00000877,0.373,0.182,0.232,95.455,4
spotify:track:0CkspLl535ZxdwCRs8AdZ4,"Plush - 2017 Remaster","Core (Super Deluxe Edition)","Stone Temple Pilots",1992-09-29,313946,75,false,rwinj,2026-06-11T23:06:21Z,"grunge,alternative rock,post-grunge,rock","Rhino Atlantic",0.426,0.94,7,-5.279,0,0.0424,0.00671,0.00000172,0.14,0.466,144.472,4
spotify:track:4vJRdgiKKzF36ZqUH0ha6A,"Godless","Thirteen Tales From Urban Bohemia","The Dandy Warhols",2000-01-01,319970,49,false,rwinj,2026-06-13T17:23:10Z,"","[PIAS] Recordings Catalogue",0.47,0.703,7,-8.498,1,0.0319,0.0133,0.862,0.177,0.132,111.143,4
